Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,TV,Notes
430,8,Oct 13 2018,10:30 PM,Sat,Fresno State,27,,Wyoming,3,,Bulldog Stadium - Fresno California
431,8,Oct 13 2018,7:00 PM,Sat,Houston,42,@,East Carolina,20,,Dowdy-Ficklen Stadium - Greenville North Carolina
432,8,Oct 13 2018,12:00 PM,Sat,Iowa,42,@,Indiana,16,,Memorial Stadium "The Rock" - Bloomington Indiana
433,8,Oct 13 2018,7:00 PM,Sat,Iowa State,30,,(6) West Virginia,14,,Jack Trice Stadium - Ames Iowa
434,8,Oct 13 2018,12:00 PM,Sat,Kansas State,31,,Oklahoma State,12,,Bill Snyder Family Stadium - Manhattan Kansas
435,8,Oct 13 2018,2:00 PM,Sat,Liberty,22,,Troy,16,,Williams Stadium - Lynchburg Virginia
436,8,Oct 13 2018,5:00 PM,Sat,Louisiana,66,,New Mexico State,38,,Cajun Field - Lafayette Louisiana
437,8,Oct 13 2018,3:30 PM,Sat,(13) Louisiana State,36,,(2) Georgia,16,,Tiger Stadium - Baton Rouge Louisiana
438,8,Oct 13 2018,7:00 PM,Sat,Louisiana Tech,31,@,Texas-San Antonio,3,,Alamodome - San Antonio Texas
439,8,Oct 13 2018,6:00 PM,Sat,Louisiana-Monroe,45,@,Coastal Carolina,20,,Brooks Stadium - Conway South Carolina
440,8,Oct 13 2018,3:30 PM,Sat,Marshall,42,@,Old Dominion,20,,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
441,8,Oct 13 2018,12:00 PM,Sat,Maryland,34,,Rutgers,7,,Capital One Field at Maryland Stadium - College Park Maryland
442,8,Oct 13 2018,2:30 PM,Sat,Miami (OH),31,,Kent State,6,,Fred Yager Stadium - Oxford Ohio
443,8,Oct 13 2018,7:30 PM,Sat,(12) Michigan,38,,(15) Wisconsin,13,,Michigan Stadium - Ann Arbor Michigan
444,8,Oct 13 2018,3:30 PM,Sat,Michigan State,21,@,(8) Penn State,17,,Beaver Stadium - University Park Pennsylvania
445,8,Oct 13 2018,7:30 PM,Sat,Mississippi,37,@,Arkansas,33,,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
446,8,Oct 13 2018,2:00 PM,Sat,North Texas,30,,Southern Mississippi,7,,Apogee Stadium - Denton Texas
447,8,Oct 13 2018,3:30 PM,Sat,Northern Illinois,24,,Ohio,21,,Huskie Stadium - DeKalb Illinois
448,8,Oct 13 2018,12:00 PM,Sat,Northwestern,34,,Nebraska,31,,Ryan Field - Evanston Illinois
449,8,Oct 13 2018,2:30 PM,Sat,(5) Notre Dame,19,,Pittsburgh,14,,Notre Dame Stadium - South Bend Indiana
450,8,Oct 13 2018,12:00 PM,Sat,(3) Ohio State,30,,Minnesota,14,,Ohio Stadium - Columbus Ohio
451,8,Oct 13 2018,3:30 PM,Sat,(17) Oregon,30,,(7) Washington,27,,Autzen Stadium - Eugene Oregon
452,8,Oct 13 2018,3:30 PM,Sat,Purdue,46,@,Illinois,7,,Memorial Stadium - Champaign Illinois
453,8,Oct 13 2018,5:00 PM,Sat,South Alabama,45,,Alabama State,7,,Ladd-Peebles Stadium - Mobile Alabama
454,8,Oct 13 2018,10:30 PM,Sat,Southern California,31,,(19) Colorado,20,,Los Angeles Memorial Coliseum - Los Angeles California
455,8,Oct 13 2018,3:30 PM,Sat,Temple,24,@,Navy,17,,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
456,8,Oct 13 2018,12:00 PM,Sat,Tennessee,30,@,(21) Auburn,24,,Jordan-Hare Stadium - Auburn Alabama
457,8,Oct 13 2018,3:30 PM,Sat,(9) Texas,23,,Baylor,17,,Darrell K Royal-Texas Memorial Stadium - Austin Texas
458,8,Oct 13 2018,3:30 PM,Sat,(22) Texas A&M,26,@,South Carolina,23,,Williams-Brice Stadium - Columbia South Carolina
459,8,Oct 13 2018,7:00 PM,Sat,UCLA,37,@,California,7,,California Memorial Stadium - Berkeley California
460,8,Oct 13 2018,4:00 PM,Sat,Utah State,59,,Nevada-Las Vegas,28,,Merlin Olsen Field at Maverik Stadium - Logan Utah
461,8,Oct 13 2018,7:00 PM,Sat,Virginia,16,,(16) Miami (FL),13,,Scott Stadium - Charlottesville Virginia
462,8,Oct 13 2018,7:00 PM,Sat,Virginia Tech,22,@,North Carolina,19,,Kenan Memorial Stadium - Chapel Hill North Carolina
463,8,Oct 13 2018,3:00 PM,Sat,Western Michigan,42,@,Bowling Green State,35,,Doyt Perry Stadium - Bowling Green Ohio
464,9,Oct 18 2018,7:30 PM,Thu,Arkansas State,51,,Georgia State,35,,Centennial Bank Stadium - Jonesboro Arkansas
465,9,Oct 18 2018,9:00 PM,Thu,Stanford,20,@,Arizona State,13,,Sun Devil Stadium - Tempe Arizona
466,9,Oct 19 2018,10:00 PM,Fri,Air Force,41,@,Nevada-Las Vegas,35,,Sam Boyd Stadium - Las Vegas Nevada
467,9,Oct 19 2018,9:00 PM,Fri,Boise State,56,,Colorado State,28,,Albertsons Stadium - Boise Idaho
468,9,Oct 20 2018,3:30 PM,Sat,Akron,24,@,Kent State,23,,Dix Stadium - Kent Ohio
469,9,Oct 20 2018,3:30 PM,Sat,(1) Alabama,58,@,Tennessee,21,,Neyland Stadium - Knoxville Tennessee
470,9,Oct 20 2018,7:30 PM,Sat,Alabama-Birmingham,29,,North Texas,21,,Legion Field - Birmingham Alabama
471,9,Oct 20 2018,3:30 PM,Sat,Appalachian State,27,,Louisiana,17,,Kidd Brewer Stadium - Boone North Carolina
472,9,Oct 20 2018,12:00 PM,Sat,Arkansas,23,,Tulsa,0,,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
473,9,Oct 20 2018,12:00 PM,Sat,Army,31,,Miami (OH),30,,Michie Stadium - West Point New York
474,9,Oct 20 2018,12:00 PM,Sat,Auburn,31,@,Mississippi,16,,Vaught-Hemingway Stadium - Oxford Mississippi
475,9,Oct 20 2018,12:00 PM,Sat,Buffalo,31,@,Toledo,17,,Glass Bowl - Toledo Ohio
476,9,Oct 20 2018,4:00 PM,Sat,California,49,@,Oregon State,7,,Reser Stadium - Corvallis Oregon
477,9,Oct 20 2018,7:00 PM,Sat,(10) Central Florida,37,@,East Carolina,10,,Dowdy-Ficklen Stadium - Greenville North Carolina
478,9,Oct 20 2018,3:30 PM,Sat,(3) Clemson,41,,(16) North Carolina State,7,,Clemson Memorial Stadium - Clemson South Carolina
479,9,Oct 20 2018,3:30 PM,Sat,Coastal Carolina,24,@,Massachusetts,13,,Warren McGuirk Alumni Stadium - Amherst Massachusetts
480,9,Oct 20 2018,3:00 PM,Sat,Eastern Michigan,42,@,Ball State,20,,Scheumann Stadium - Muncie Indiana
481,9,Oct 20 2018,7:30 PM,Sat,Florida International,36,,Rice,17,,Riccardo Silva Stadium - Miami Florida
482,9,Oct 20 2018,3:30 PM,Sat,Florida State,38,,Wake Forest,17,,Doak Campbell Stadium - Tallahassee Florida
483,9,Oct 20 2018,7:30 PM,Sat,Fresno State,38,@,New Mexico,7,,Dreamstyle Stadium - Albuquerque New Mexico
484,9,Oct 20 2018,6:00 PM,Sat,Georgia Southern,48,@,New Mexico State,31,,Aggie Memorial Stadium - Las Cruces New Mexico
485,9,Oct 20 2018,3:30 PM,Sat,Houston,49,@,Navy,36,,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
486,9,Oct 20 2018,12:00 PM,Sat,(19) Iowa,23,,Maryland,0,,Kinnick Stadium - Iowa City Iowa
487,9,Oct 20 2018,7:30 PM,Sat,(14) Kentucky,14,,Vanderbilt,7,,Kroger Field - Lexington Kentucky
488,9,Oct 20 2018,2:00 PM,Sat,Liberty,48,,Idaho State,41,,Williams Stadium - Lynchburg Virginia
489,9,Oct 20 2018,7:00 PM,Sat,(5) Louisiana State,19,,(22) Mississippi State,3,,Tiger Stadium - Baton Rouge Louisiana
490,9,Oct 20 2018,3:30 PM,Sat,Louisiana Tech,31,,Texas-El Paso,24,,Joe Aillet Stadium - Ruston Louisiana
491,9,Oct 20 2018,7:00 PM,Sat,Louisiana-Monroe,20,,Texas State,14,,Malone Stadium - Monroe Louisiana
492,9,Oct 20 2018,2:30 PM,Sat,Marshall,31,,Florida Atlantic,7,,Joan C. Edwards Stadium - Huntington West Virginia
493,9,Oct 20 2018,12:00 PM,Sat,(6) Michigan,21,@,(24) Michigan State,7,,Spartan Stadium - East Lansing Michigan
494,9,Oct 20 2018,3:00 PM,Sat,Middle Tennessee State,21,,Charlotte,13,,Johnny "Red" Floyd Stadium - Murfreesboro Tennessee
495,9,Oct 20 2018,4:00 PM,Sat,Missouri,65,,Memphis,33,,Memorial Stadium/Faurot Field - Columbia Missouri
496,9,Oct 20 2018,3:30 PM,Sat,Nebraska,53,,Minnesota,28,,Memorial Stadium - Lincoln Nebraska
497,9,Oct 20 2018,11:59 PM,Sat,Nevada,40,@,Hawaii,22,,Aloha Stadium - Honolulu Hawaii
498,9,Oct 20 2018,12:00 PM,Sat,Northwestern,18,@,Rutgers,15,,High Point Solutions Stadium - Piscataway New Jersey
499,9,Oct 20 2018,2:00 PM,Sat,Ohio,49,,Bowling Green State,14,,Peden Stadium - Athens Ohio
500,9,Oct 20 2018,12:00 PM,Sat,(9) Oklahoma,52,@,Texas Christian,27,,Amon G. Carter Stadium - Fort Worth Texas
501,9,Oct 20 2018,7:30 PM,Sat,Old Dominion,37,@,Western Kentucky,34,,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
502,9,Oct 20 2018,3:30 PM,Sat,(18) Penn State,33,@,Indiana,28,,Memorial Stadium "The Rock" - Bloomington Indiana
503,9,Oct 20 2018,7:30 PM,Sat,Purdue,49,,(2) Ohio State,20,,Ross-Ade Stadium - West Lafayette Indiana
504,9,Oct 20 2018,10:30 PM,Sat,San Diego State,16,,San Jose State,13,,SDCCU Stadium - San Diego California
505,9,Oct 20 2018,7:00 PM,Sat,(21) South Florida,38,,Connecticut,30,,Raymond James Stadium - Tampa Florida
506,9,Oct 20 2018,3:30 PM,Sat,Southern Methodist,27,@,Tulane,23,,Yulman Stadium - New Orleans Louisiana
507,9,Oct 20 2018,7:00 PM,Sat,Southern Mississippi,27,,Texas-San Antonio,17,,M. M. Roberts Stadium - Hattiesburg Mississippi
508,9,Oct 20 2018,12:20 PM,Sat,Syracuse,40,,North Carolina,37,,Carrier Dome - Syracuse New York
509,9,Oct 20 2018,12:00 PM,Sat,Temple,24,,(20) Cincinnati,17,,Lincoln Financial Field - Philadelphia Pennsylvania
510,9,Oct 20 2018,3:30 PM,Sat,Texas Tech,48,,Kansas,16,,Jones AT&T Stadium - Lubbock Texas
511,9,Oct 20 2018,10:30 PM,Sat,UCLA,31,,Arizona,30,,Rose Bowl - Pasadena California
512,9,Oct 20 2018,8:00 PM,Sat,Utah,41,,Southern California,28,,Rice-Eccles Stadium - Salt Lake City Utah
513,9,Oct 20 2018,2:30 PM,Sat,Utah State,24,@,Wyoming,16,,Jonah Field War Memorial Stadium - Laramie Wyoming
514,9,Oct 20 2018,12:30 PM,Sat,Virginia,28,@,Duke,14,,Wallace Wade Stadium - Durham North Carolina
515,9,Oct 20 2018,3:30 PM,Sat,(15) Washington,27,,Colorado,13,,Husky Stadium - Seattle Washington
516,9,Oct 20 2018,7:30 PM,Sat,(25) Washington State,34,,(12) Oregon,20,,Martin Stadium - Pullman Washington
517,9,Oct 20 2018,3:00 PM,Sat,Western Michigan,35,@,Central Michigan,10,,Kelly/Shorts Stadium - Mount Pleasant Michigan
518,9,Oct 20 2018,12:00 PM,Sat,(23) Wisconsin,49,,Illinois,20,,Camp Randall Stadium - Madison Wisconsin
519,10,Oct 23 2018,8:00 PM,Tue,Troy,38,@,South Alabama,17,,Ladd-Peebles Stadium - Mobile Alabama
520,10,Oct 25 2018,7:30 PM,Thu,Georgia Southern,34,,(25) Appalachian State,14,,Allen E. Paulson Stadium - Statesboro Georgia
521,10,Oct 25 2018,7:30 PM,Thu,Georgia Tech,49,@,Virginia Tech,28,,Lane Stadium - Blacksburg Virginia
522,10,Oct 25 2018,7:00 PM,Thu,Ohio,52,,Ball State,14,,Peden Stadium - Athens Ohio
523,10,Oct 25 2018,7:00 PM,Thu,Toledo,51,@,Western Michigan,24,,Waldo Stadium - Kalamazoo Michigan
524,10,Oct 25 2018,7:00 PM,Thu,(13) West Virginia,58,,Baylor,14,,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
525,10,Oct 26 2018,7:00 PM,Fri,Boston College,27,,Miami (FL),14,,Alumni Stadium - Chestnut Hill Massachusetts
526,10,Oct 26 2018,6:30 PM,Fri,Louisiana Tech,21,@,Florida Atlantic,13,,FAU Football Stadium - Boca Raton Florida
527,10,Oct 26 2018,8:00 PM,Fri,Minnesota,38,,Indiana,31,,TCF Bank Stadium - Minneapolis Minnesota
528,10,Oct 26 2018,10:30 PM,Fri,(23) Utah,41,@,UCLA,10,,Rose Bowl - Pasadena California
529,10,Oct 26 2018,10:00 PM,Fri,Wyoming,34,@,Colorado State,21,,Sonny Lubrick Field at Canvas Stadium - Fort Collins Colorado
530,10,Oct 27 2018,12:00 PM,Sat,Akron,17,,Central Michigan,10,,InfoCision Stadium - Akron Ohio
531,10,Oct 27 2018,7:30 PM,Sat,Alabama-Birmingham,19,@,Texas-El Paso,0,,Sun Bowl - El Paso Texas
532,10,Oct 27 2018,10:30 PM,Sat,Arizona,44,,(19) Oregon,15,,Arizona Stadium - Tucson Arizona
533,10,Oct 27 2018,3:30 PM,Sat,Arizona State,38,@,Southern California,35,,Los Angeles Memorial Coliseum - Los Angeles California
534,10,Oct 27 2018,12:00 PM,Sat,Army,37,@,Eastern Michigan,22,,Rynearson Stadium - Ypsilanti Michigan
535,10,Oct 27 2018,7:00 PM,Sat,Boise State,48,@,Air Force,38,,Falcon Stadium - Colorado Springs Colorado
536,10,Oct 27 2018,6:30 PM,Sat,California,12,,(15) Washington,10,,California Memorial Stadium - Berkeley California
537,10,Oct 27 2018,2:00 PM,Sat,Charlotte,20,,Southern Mississippi,17,,Jerry Richardson Stadium - Charlotte North Carolina
538,10,Oct 27 2018,3:30 PM,Sat,Cincinnati,26,@,Southern Methodist,20,,Gerald J. Ford Stadium - Dallas Texas
539,10,Oct 27 2018,12:00 PM,Sat,(2) Clemson,59,@,Florida State,10,,Doak Campbell Stadium - Tallahassee Florida
540,10,Oct 27 2018,2:00 PM,Sat,Coastal Carolina,37,@,Georgia State,34,,Georgia State Stadium - Atlanta Georgia
541,10,Oct 27 2018,7:30 PM,Sat,Florida International,38,@,Western Kentucky,17,,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
542,10,Oct 27 2018,10:30 PM,Sat,Fresno State,50,,Hawaii,20,,Bulldog Stadium - Fresno California
543,10,Oct 27 2018,3:30 PM,Sat,(7) Georgia,36,,(9) Florida,17,,TIAA Bank Field - Jacksonville Florida
544,10,Oct 27 2018,3:30 PM,Sat,Houston,57,,(21) South Florida,36,,TDECU Stadium - Houston Texas
545,10,Oct 27 2018,12:00 PM,Sat,Iowa State,40,,Texas Tech,31,,Jack Trice Stadium - Ames Iowa
546,10,Oct 27 2018,3:00 PM,Sat,Kansas,27,,Texas Christian,26,,Memorial Stadium - Lawrence Kansas
547,10,Oct 27 2018,4:00 PM,Sat,(12) Kentucky,15,@,Missouri,14,,Memorial Stadium/Faurot Field - Columbia Missouri
548,10,Oct 27 2018,7:00 PM,Sat,Louisiana,47,,Arkansas State,43,,Cajun Field - Lafayette Louisiana
549,10,Oct 27 2018,3:30 PM,Sat,Maryland,63,,Illinois,33,,Capital One Field at Maryland Stadium - College Park Maryland
550,10,Oct 27 2018,12:00 PM,Sat,Massachusetts,22,@,Connecticut,17,,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
551,10,Oct 27 2018,12:00 PM,Sat,Michigan State,23,,Purdue,13,,Spartan Stadium - East Lansing Michigan
552,10,Oct 27 2018,3:30 PM,Sat,Middle Tennessee State,51,@,Old Dominion,17,,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
553,10,Oct 27 2018,7:00 PM,Sat,Mississippi State,28,,(16) Texas A&M,13,,Davis Wade Stadium - Starkville Mississippi
554,10,Oct 27 2018,12:00 PM,Sat,Nebraska,45,,Bethune-Cookman,9,,Memorial Stadium - Lincoln Nebraska
555,10,Oct 27 2018,10:30 PM,Sat,Nevada,28,,San Diego State,24,,MacKay Stadium - Reno Nevada
556,10,Oct 27 2018,4:00 PM,Sat,North Texas,41,,Rice,17,,Apogee Stadium - Denton Texas
557,10,Oct 27 2018,3:30 PM,Sat,Northern Illinois,7,@,Brigham Young,6,,LaVell Edwards Stadium - Provo Utah
558,10,Oct 27 2018,12:00 PM,Sat,Northwestern,31,,(20) Wisconsin,17,,Ryan Field - Evanston Illinois
559,10,Oct 27 2018,8:00 PM,Sat,(3) Notre Dame,44,,Navy,22,,SDCCU Stadium - San Diego California
560,10,Oct 27 2018,3:30 PM,Sat,(8) Oklahoma,51,,Kansas State,14,,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
561,10,Oct 27 2018,8:00 PM,Sat,Oklahoma State,38,,(6) Texas,35,,Boone Pickens Stadium - Stillwater Oklahoma
562,10,Oct 27 2018,3:00 PM,Sat,Oregon State,41,@,Colorado,34,,Folsom Field - Boulder Colorado
563,10,Oct 27 2018,3:30 PM,Sat,(17) Penn State,30,,(18) Iowa,24,,Beaver Stadium - University Park Pennsylvania
564,10,Oct 27 2018,3:30 PM,Sat,Pittsburgh,54,,Duke,45,,Heinz Field - Pittsburgh Pennsylvania
565,10,Oct 27 2018,6:30 PM,Sat,San Jose State,50,,Nevada-Las Vegas,37,,CEFCU Stadium - San Jose California
566,10,Oct 27 2018,7:30 PM,Sat,South Carolina,27,,Tennessee,24,,Williams-Brice Stadium - Columbia South Carolina
567,10,Oct 27 2018,7:00 PM,Sat,Syracuse,51,,(22) North Carolina State,41,,Carrier Dome - Syracuse New York
568,10,Oct 27 2018,7:00 PM,Sat,Texas State,27,,New Mexico State,20,,Bobcat Stadium - San Marcos Texas
569,10,Oct 27 2018,7:00 PM,Sat,Tulane,24,@,Tulsa,17,,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
570,10,Oct 27 2018,4:00 PM,Sat,Utah State,61,,New Mexico,19,,Merlin Olsen Field at Maverik Stadium - Logan Utah
571,10,Oct 27 2018,12:00 PM,Sat,Vanderbilt,45,@,Arkansas,31,,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
572,10,Oct 27 2018,12:20 PM,Sat,Virginia,31,,North Carolina,21,,Scott Stadium - Charlottesville Virginia
573,10,Oct 27 2018,12:00 PM,Sat,Wake Forest,56,@,Louisville,35,,Cardinal Stadium - Louisville Kentucky
574,10,Oct 27 2018,7:00 PM,Sat,(14) Washington State,41,@,(24) Stanford,38,,Stanford Stadium - Stanford California
575,11,Oct 30 2018,8:00 PM,Tue,Buffalo,51,,Miami (OH),42,,UB Stadium - Buffalo New York
576,11,Oct 30 2018,8:00 PM,Tue,Kent State,35,@,Bowling Green State,28,,Doyt Perry Stadium - Bowling Green Ohio
577,11,Oct 31 2018,7:30 PM,Wed,Toledo,45,,Ball State,13,,Glass Bowl - Toledo Ohio
578,11,Nov 1 2018,7:30 PM,Thu,(9) Central Florida,52,,Temple,40,,Spectrum Stadium - Orlando Florida
579,11,Nov 1 2018,7:00 PM,Thu,Northern Illinois,36,@,Akron,26,,InfoCision Stadium - Akron Ohio
580,11,Nov 1 2018,7:00 PM,Thu,Ohio,59,@,Western Michigan,14,,Waldo Stadium - Kalamazoo Michigan
581,11,Nov 2 2018,10:30 PM,Fri,Arizona,42,,Colorado,34,,Arizona Stadium - Tucson Arizona
582,11,Nov 2 2018,8:00 PM,Fri,Middle Tennessee State,29,,Western Kentucky,10,,Johnny "Red" Floyd Stadium - Murfreesboro Tennessee
583,11,Nov 2 2018,7:30 PM,Fri,Pittsburgh,23,@,(23) Virginia,13,,Scott Stadium - Charlottesville Virginia
584,11,Nov 3 2018,8:00 PM,Sat,(1) Alabama,29,@,(4) Louisiana State,0,,Tiger Stadium - Baton Rouge Louisiana
585,11,Nov 3 2018,7:30 PM,Sat,Alabama-Birmingham,52,,Texas-San Antonio,3,,Legion Field - Birmingham Alabama
586,11,Nov 3 2018,5:00 PM,Sat,Appalachian State,23,@,Coastal Carolina,7,,Brooks Stadium - Conway South Carolina
587,11,Nov 3 2018,4:00 PM,Sat,Arizona State,38,,(16) Utah,20,,Sun Devil Stadium - Tempe Arizona
588,11,Nov 3 2018,3:00 PM,Sat,Arkansas State,38,,South Alabama,14,,Centennial Bank Stadium - Jonesboro Arkansas
589,11,Nov 3 2018,12:00 PM,Sat,Army,17,,Air Force,14,,Michie Stadium - West Point New York
590,11,Nov 3 2018,12:00 PM,Sat,Auburn,28,,(25) Texas A&M,24,,Jordan-Hare Stadium - Auburn Alabama
591,11,Nov 3 2018,12:00 PM,Sat,Baylor,35,,Oklahoma State,31,,McLane Stadium - Waco Texas
592,11,Nov 3 2018,10:15 PM,Sat,Boise State,21,,Brigham Young,16,,Albertsons Stadium - Boise Idaho
593,11,Nov 3 2018,3:45 PM,Sat,(24) Boston College,31,@,Virginia Tech,21,,Lane Stadium - Blacksburg Virginia
594,11,Nov 3 2018,3:30 PM,Sat,Cincinnati,42,,Navy,0,,Nippert Stadium - Cincinnati Ohio
595,11,Nov 3 2018,12:00 PM,Sat,(2) Clemson,77,,Louisville,16,,Clemson Memorial Stadium - Clemson South Carolina
596,11,Nov 3 2018,7:00 PM,Sat,Duke,20,@,Miami (FL),12,,Hard Rock Stadium - Miami Gardens Florida
597,11,Nov 3 2018,12:00 PM,Sat,Eastern Michigan,17,,Central Michigan,7,,Rynearson Stadium - Ypsilanti Michigan
598,11,Nov 3 2018,7:30 PM,Sat,Florida Atlantic,49,@,Florida International,14,,Riccardo Silva Stadium - Miami Florida
599,11,Nov 3 2018,10:30 PM,Sat,(20) Fresno State,48,@,Nevada-Las Vegas,3,,Sam Boyd Stadium - Las Vegas Nevada
600,11,Nov 3 2018,3:30 PM,Sat,(6) Georgia,34,@,(11) Kentucky,17,,Kroger Field - Lexington Kentucky
601,11,Nov 3 2018,12:15 PM,Sat,Georgia Tech,38,@,North Carolina,28,,Kenan Memorial Stadium - Chapel Hill North Carolina
602,11,Nov 3 2018,3:30 PM,Sat,Illinois,55,,Minnesota,31,,Memorial Stadium - Champaign Illinois
603,11,Nov 3 2018,12:00 PM,Sat,Iowa State,27,@,Kansas,3,,Memorial Stadium - Lawrence Kansas
604,11,Nov 3 2018,3:00 PM,Sat,Louisiana-Monroe,44,,Georgia Southern,25,,Malone Stadium - Monroe Louisiana
605,11,Nov 3 2018,3:30 PM,Sat,Massachusetts,62,,Liberty,59,,Warren McGuirk Alumni Stadium - Amherst Massachusetts
606,11,Nov 3 2018,12:00 PM,Sat,Memphis,59,@,East Carolina,41,,Dowdy-Ficklen Stadium - Greenville North Carolina
607,11,Nov 3 2018,3:45 PM,Sat,(5) Michigan,42,,(14) Penn State,7,,Michigan Stadium - Ann Arbor Michigan
608,11,Nov 3 2018,12:00 PM,Sat,Michigan State,24,@,Maryland,3,,Capital One Field at Maryland Stadium - College Park Maryland
609,11,Nov 3 2018,7:30 PM,Sat,(21) Mississippi State,45,,Louisiana Tech,3,,Davis Wade Stadium - Starkville Mississippi
610,11,Nov 3 2018,4:00 PM,Sat,Missouri,38,@,(13) Florida,17,,Ben Hill Griffin Stadium - Gainesville Florida
611,11,Nov 3 2018,4:00 PM,Sat,New Mexico State,52,,Alcorn State,42,,Aggie Memorial Stadium - Las Cruces New Mexico
612,11,Nov 3 2018,3:30 PM,Sat,North Carolina State,47,,Florida State,28,,Carter-Finley Stadium - Raleigh North Carolina
613,11,Nov 3 2018,7:15 PM,Sat,(3) Notre Dame,31,@,Northwestern,21,,Ryan Field - Evanston Illinois
614,11,Nov 3 2018,12:00 PM,Sat,(8) Ohio State,36,,Nebraska,31,,Ohio Stadium - Columbus Ohio
615,11,Nov 3 2018,8:00 PM,Sat,(7) Oklahoma,51,@,Texas Tech,46,,Jones AT&T Stadium - Lubbock Texas
616,11,Nov 3 2018,7:30 PM,Sat,Oregon,42,,UCLA,21,,Autzen Stadium - Eugene Oregon
617,11,Nov 3 2018,3:30 PM,Sat,Purdue,38,,(19) Iowa,36,,Ross-Ade Stadium - West Lafayette Indiana
618,11,Nov 3 2018,10:15 PM,Sat,San Diego State,31,@,New Mexico,23,,Dreamstyle Stadium - Albuquerque New Mexico
619,11,Nov 3 2018,12:00 PM,Sat,South Carolina,48,@,Mississippi,44,,Vaught-Hemingway Stadium - Oxford Mississippi
620,11,Nov 3 2018,10:00 PM,Sat,Southern California,38,@,Oregon State,21,,Reser Stadium - Corvallis Oregon
621,11,Nov 3 2018,7:00 PM,Sat,Southern Methodist,45,,(17) Houston,31,,Gerald J. Ford Stadium - Dallas Texas
622,11,Nov 3 2018,3:00 PM,Sat,Southern Mississippi,26,,Marshall,24,,M. M. Roberts Stadium - Hattiesburg Mississippi
623,11,Nov 3 2018,12:00 PM,Sat,(22) Syracuse,41,@,Wake Forest,24,,BB&T Field - Winston-Salem North Carolina
624,11,Nov 3 2018,4:00 PM,Sat,Tennessee,14,,Charlotte,3,,Neyland Stadium - Knoxville Tennessee
625,11,Nov 3 2018,3:30 PM,Sat,Texas Christian,14,,Kansas State,13,,Amon G. Carter Stadium - Fort Worth Texas
626,11,Nov 3 2018,2:00 PM,Sat,Texas State,40,@,Georgia State,31,,Georgia State Stadium - Atlanta Georgia
627,11,Nov 3 2018,3:30 PM,Sat,Texas-El Paso,34,@,Rice,26,,Rice Stadium - Houston Texas
628,11,Nov 3 2018,3:30 PM,Sat,Troy,26,,Louisiana,16,,Veterans Memorial Stadium - Troy Alabama
629,11,Nov 3 2018,3:30 PM,Sat,Tulane,41,@,South Florida,15,,Raymond James Stadium - Tampa Florida
630,11,Nov 3 2018,7:00 PM,Sat,Tulsa,49,,Connecticut,19,,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
631,11,Nov 3 2018,11:59 PM,Sat,(18) Utah State,56,@,Hawaii,17,,Aloha Stadium - Honolulu Hawaii
632,11,Nov 3 2018,9:00 PM,Sat,Washington,27,,Stanford,23,,Husky Stadium - Seattle Washington
633,11,Nov 3 2018,10:45 PM,Sat,(10) Washington State,19,,California,13,,Martin Stadium - Pullman Washington
634,11,Nov 3 2018,3:30 PM,Sat,(12) West Virginia,42,@,(15) Texas,41,,Darrell K Royal-Texas Memorial Stadium - Austin Texas
635,11,Nov 3 2018,12:00 PM,Sat,Wisconsin,31,,Rutgers,17,,Camp Randall Stadium - Madison Wisconsin
636,11,Nov 3 2018,2:00 PM,Sat,Wyoming,24,,San Jose State,9,,Jonah Field War Memorial Stadium - Laramie Wyoming
637,12,Nov 6 2018,7:30 PM,Tue,Buffalo,48,,Kent State,14,,UB Stadium - Buffalo New York
638,12,Nov 7 2018,7:00 PM,Wed,Miami (OH),30,,Ohio,28,,Fred Yager Stadium - Oxford Ohio
639,12,Nov 7 2018,8:00 PM,Wed,Northern Illinois,38,,Toledo,15,,Huskie Stadium - DeKalb Illinois
640,12,Nov 8 2018,7:30 PM,Thu,Wake Forest,27,@,(22) North Carolina State,23,,Carter-Finley Stadium - Raleigh North Carolina
641,12,Nov 9 2018,10:15 PM,Fri,Boise State,24,,(16) Fresno State,17,,Albertsons Stadium - Boise Idaho
642,12,Nov 9 2018,7:00 PM,Fri,(13) Syracuse,54,,Louisville,23,,Carrier Dome - Syracuse New York
643,12,Nov 10 2018,3:30 PM,Sat,Air Force,42,,New Mexico,24,,Falcon Stadium - Colorado Springs Colorado
